1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
2360, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
2361, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
2362, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
2363, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
2364, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2365, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2366, none, minecraft:stony_shore, MONSTER, alexsmobs:centipede_head, 10, 1, 1
2367, none, minecraft:stony_shore, MONSTER, alexsmobs:farseer, 30, 1, 1
2368, none, minecraft:stony_shore, MONSTER, alexsmobs:murmur, 10, 1, 1
2369, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
2370, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
2371, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2372, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2373, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
2374, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
2375, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
2376, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2377, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
2378, none, minecraft:stony_shore, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
2379, none, minecraft:stony_shore, CREATURE, alexsmobs:seal, 20, 3, 8
2380, none, minecraft:stony_shore, CREATURE, alexsmobs:seagull, 21, 3, 6
2381, none, minecraft:stony_shore, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2382, none, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
2383, none, minecraft:stony_shore, AMBIENT, alexsmobs:fly, 10, 2, 3
2384, none, minecraft:stony_shore, AMBIENT, alexsmobs:cockroach, 10, 5, 5
2385, none, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2386, none, minecraft:stony_shore, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2387, none, minecraft:stony_shore, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2388, none, minecraft:stony_shore, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
2389, none, minecraft:stony_shore, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2390, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2391, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
2392, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2393, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2394, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2395, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2396, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
2397, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2398, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
2399, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
2400, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
2401, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2402, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2403, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
2404, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2405, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
2406, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
2407, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
2408, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
2409, ocean, minecraft:warm_ocean, MONSTER, quark:stoneling, 80, 1, 1
2410, ocean, minecraft:warm_ocean, MONSTER, quark:toretoise, 80, 2, 4
2411, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2412, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2413, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2414, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2415, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
2416, ocean, minecraft:warm_ocean, MONSTER, cataclysm:deepling, 10, 1, 1
2417, ocean, minecraft:warm_ocean, MONSTER, cataclysm:deepling_angler, 10, 1, 1
2418, ocean, minecraft:warm_ocean, MONSTER, cataclysm:deepling_brute, 10, 1, 1
2419, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
2420, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
2421, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
2422, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2423, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2424, ocean, minecraft:warm_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
2425, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
2426, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
2427, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2428, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2429, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
2430, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
2431, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
2432, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2433, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
2434, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
2435, ocean, minecraft:warm_ocean, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2436, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2437, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2438, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
2439, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2440, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 10, 2, 3
2441, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 15, 1, 4
2442, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 10, 1, 2
2443, ocean, minecraft:warm_ocean, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2444, ocean, minecraft:warm_ocean, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2445, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
2446, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2447, ocean, minecraft:warm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2448, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 64, 1, 4
2449, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
2450, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
2451, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2452, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2453, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2454, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2455, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
2456, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2457, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
2458, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2459, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
2460, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
2461, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2462, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2463, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
2464, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2465, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
2466, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
2467, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
2468, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
2469, ocean, minecraft:lukewarm_ocean, MONSTER, quark:stoneling, 80, 1, 1
2470, ocean, minecraft:lukewarm_ocean, MONSTER, quark:toretoise, 80, 2, 4
2471, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2472, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2473, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2474, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2475, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
2476, ocean, minecraft:lukewarm_ocean, MONSTER, cataclysm:deepling, 10, 1, 1
2477, ocean, minecraft:lukewarm_ocean, MONSTER, cataclysm:deepling_angler, 10, 1, 1
2478, ocean, minecraft:lukewarm_ocean, MONSTER, cataclysm:deepling_brute, 10, 1, 1
2479, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
2480, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
2481, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
2482, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2483, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2484, ocean, minecraft:lukewarm_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
2485, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
2486, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
2487, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2488, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2489, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
2490, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
2491, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
2492, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2493, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
2494, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
2495, ocean, minecraft:lukewarm_ocean, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2496, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2497, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2498, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
2499, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2500, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2501, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2502, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2503, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
2504, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
2505, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2506, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2507, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, alexsmobs:flying_fish, 10, 3, 6
2508, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 3
2509, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
2510, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
2511, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2512, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2513, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2514, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2515, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
2516, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2517, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
2518, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2519, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
2520, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
2521, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2522, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2523, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
2524, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2525, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
2526, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
2527, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
2528, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
2529, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:stoneling, 80, 1, 1
2530, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:toretoise, 80, 2, 4
2531, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2532, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2533, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2534, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2535, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
2536, ocean, minecraft:deep_lukewarm_ocean, MONSTER, cataclysm:deepling, 10, 1, 1
2537, ocean, minecraft:deep_lukewarm_ocean, MONSTER, cataclysm:deepling_angler, 10, 1, 1
2538, ocean, minecraft:deep_lukewarm_ocean, MONSTER, cataclysm:deepling_brute, 10, 1, 1
2539, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
2540, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
2541, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
2542, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2543, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2544, ocean, minecraft:deep_lukewarm_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
2545, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
2546, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
2547, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2548, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2549, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
2550, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
2551, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
2552, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2553, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
2554, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
2555, ocean, minecraft:deep_lukewarm_ocean, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2556, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2557, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2558, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
2559, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2560, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2561, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
2562, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
2563, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2564, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2565, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
2566, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
2567, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2568, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
2569, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2570, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 3
2571, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
2572, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
2573, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
2574, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2575, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2576, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
2577, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
2578, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
2579, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
2580, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
2581, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
2582, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
2583, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2584, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
2585, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
2586, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
2587, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
2588, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:zombie_fisherman, 40, 1, 1
2589, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
2590, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:decrepit_skeleton, 40, 1, 1
2591, ocean, minecraft:ocean, MONSTER, quark:stoneling, 80, 1, 1
2592, ocean, minecraft:ocean, MONSTER, quark:toretoise, 80, 2, 4
2593, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2594, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2595, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
2596, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2597, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
2598, ocean, minecraft:ocean, MONSTER, cataclysm:deepling, 10, 1, 1
2599, ocean, minecraft:ocean, MONSTER, cataclysm:deepling_angler, 10, 1, 1
2600, ocean, minecraft:ocean, MONSTER, cataclysm:deepling_brute, 10, 1, 1
2601, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
2602, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
2603, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
2604, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2605, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2606, ocean, minecraft:ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
2607, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:zombie_bruiser, 12, 1, 1
2608, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
2609, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2610, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2611, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
2612, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
2613, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
2614, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2615, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
2616, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
2617, ocean, minecraft:ocean, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2618, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
2619, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2620, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
2621, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2622, ocean, minecraft:ocean, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2623, ocean, minecraft:ocean, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2624, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
2625, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2626, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:flying_fish, 10, 3, 6
2627, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 2
2628, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
